period,ugs_id,plant,pollinator,w
A,1,Bellis perennis,Anthaxia nitidula,1
A,1,Borago officinalis,Apis mellifera,12
A,1,Convallaria majalis,Apis mellifera,1
A,1,Myosotis alpestris,Apis mellifera,2
A,1,Myosotis alpestris,Lucilia sp.,1
A,1,Ranunculus repens,Episyrphus balteatus,1
A,1,Ranunculus repens,Sphaerophoria scripta,1
A,1,Rubus fruticosus aggr.,Apis mellifera,3
A,1,Rubus idaeus,Apis mellifera,20
A,1,Rubus idaeus,Bombus pascuorum,1
A,1,Symphytum officinale,Anthophora plumipes,1
A,1,Symphytum officinale,Anthophora quadrimaculata,1
A,1,Symphytum officinale,Apis mellifera,16
A,1,Symphytum officinale,Bombus pratorum,1
A,1,Symphytum officinale,Bombus terrestris aggr.,2
A,1,Symphytum officinale,Melecta albifrons,1
A,1,Vicia sepium,Apis mellifera,1
A,2,Allium schoenoprasum,Apis mellifera,1
A,2,Aquilegia vulgaris,Bombus terrestris aggr.,1
A,2,Borago officinalis,Anthophora plumipes,1
A,2,Borago officinalis,Apis mellifera,23
A,2,Borago officinalis,Bombus pratorum,2
A,2,Borago officinalis,Bombus terrestris aggr.,1
A,2,Borago officinalis,Episyrphus balteatus,1
A,2,Borago officinalis,Sphaerophoria scripta,1
A,2,Fragaria vesca,Meligethes viridescens,1
A,2,Nigella damascena,Halictus scabiosae,1
A,2,Ranunculus repens,Lasioglossum villosulum,1
A,2,Rubus idaeus,Apis mellifera,10
A,2,Rubus idaeus,Nowickia sp.,1
A,2,Sanguisorba minor,Sphaerophoria sp.,1
A,2,Vicia sepium,Andrena lathyri,1
A,2,Vicia sepium,Apis mellifera,1
A,3,Bellis perennis,cf. Tachina sp.,1
A,3,Borago officinalis,Apis mellifera,1
A,3,Calendula officinalis,Andrena humilis,2
A,3,Calendula officinalis,Halictus subauratus,1
A,3,Calendula officinalis,Lasioglossum leucozonium,1
A,3,Campanula portenschlagiana,Lasioglossum morio,1
A,3,Leucanthemum vulgare,Halictus scabiosae,1
A,3,Leucanthemum vulgare,Halictus subauratus,2
A,3,Leucanthemum vulgare,Syritta pipiens,1
A,3,Leucanthemum vulgare,pollen beetle,1
A,3,Myosotis arvensis,Apis mellifera,1
A,3,Papaver orientale,Osmia bicornis,1
A,3,Phacelia tanacetifolia,Apis mellifera,17
A,3,Phacelia tanacetifolia,Eupeodes luniger,1
A,3,Phacelia tanacetifolia,Lasioglossum morio,1
A,3,Phacelia tanacetifolia,Lasioglossum politum,1
A,3,Phedimus hybridus,Apis mellifera,2
A,3,Rubus idaeus,Apis mellifera,7
A,3,Thymus longicaulis,Lasioglossum nitidulum,1
A,4,Centaurea montana,Apis mellifera,4
A,4,Centaurea montana,Sphaerophoria sp.,1
A,4,Fragaria vesca,Halictus simplex aggr.,1
A,4,Myosotis alpestris,Syritta pipiens,1
A,4,Rhododendron ponticum,Bombus terrestris aggr.,1
A,4,Rhododendron ponticum,Osmia bicornis,2
A,4,Rubus idaeus,Apis mellifera,5
A,4,Sedum palmeri,Lasioglossum glabriusculum,1
A,4,Taraxacum officinale,Meligethes viridescens,1
A,4,Vicia sepium,Apis mellifera,1
A,4,Vicia sepium,Bombus pascuorum,1
A,5,Allium schoenoprasum,Apis mellifera,2
A,5,Borago officinalis,Apis mellifera,4
A,5,Myosotis arvensis,Andrena sp.,1
A,5,Myosotis arvensis,Anogcodes rufiventris,1
A,5,Myosotis arvensis,Apis mellifera,6
A,5,Myosotis arvensis,Lucilia sp.,1
A,5,Myosotis arvensis,Syritta pipiens,1
A,5,Myosotis arvensis,wildbee,1
A,5,Valerianella locusta aggr.,Sphaerophoria scripta,1
A,6,Fragaria vesca,Lasioglossum glabriusculum,1
A,6,Thymus longicaulis,Meligethes sp. (noir),1
A,6,Thymus vulgaris,Eupeodes luniger,1
A,6,Vicia faba,Eucera nigrescens,1
A,7,Allium nigrum,Apis mellifera,4
A,7,Allium schoenoprasum,Apis mellifera,7
A,7,Allium schoenoprasum,Ceratina cyanea,1
A,7,Aquilegia vulgaris,Apis mellifera,1
A,7,Aquilegia vulgaris,Xylocopa violacea,1
A,7,Armoracia rusticana,Anthrenus verbasci,1
A,7,Armoracia rusticana,Oxythyrea funesta,1
A,7,Borago officinalis,Apis mellifera,22
A,7,Borago officinalis,Pemphredon sp.,1
A,7,Carum carvi,Andrena minutuloides,1
A,7,Carum carvi,Apis mellifera,1
A,7,Carum carvi,Morphospecies 2,1
A,7,Carum carvi,Pipizella sp.,1
A,7,Carum carvi,Pipizella viduata,1
A,7,Dianthus barbatus,Oxythyrea funesta,3
A,7,Fragaria vesca,Halictus tumulorum,1
A,7,Myosotis alpestris,Apis mellifera,6
A,7,Myosotis alpestris,Halictus tumulorum,1
A,7,Myosotis alpestris,Lucilia sp.,1
A,7,Myosotis alpestris,Sphaerophoria scripta,1
A,7,Myosotis alpestris,Sphaerophoria sp.,1
A,7,Myosotis alpestris,Syritta pipiens,1
A,7,Rubus fruticosus aggr.,Apis mellifera,13
A,7,Salvia pratensis,Apis mellifera,1
A,7,Thymus vulgaris,Apis mellifera,4
A,7,Valerianella locusta aggr.,Apis mellifera,1
A,7,Valerianella locusta aggr.,Lasioglossum politum,3
A,7,Vicia faba,Eucera nigrescens,1
A,8,Allium schoenoprasum,Apis mellifera,1
A,8,Aubrieta deltoidea,Cantharis rustica,1
A,8,Bellis perennis,Sphaerophoria sp.,1
A,8,Bellis perennis,diptera,1
A,8,Erysimum odoratum,Hylaeus sp.,1
A,8,Erysimum odoratum,Osmia brevicornis,1
A,8,Rubus idaeus,Apis mellifera,1
A,8,Saponaria ocymoides,Amara familiaris,1
A,8,Thymus longicaulis,Apis mellifera,10
A,8,Thymus longicaulis,Lasioglossum politum,1
A,8,Thymus longicaulis,Merodon equestris,2
A,9,Pulmonaria officinalis,Osmia cornuta,1
A,9,Ribes nigrum,Coccinella septempunctata,1
A,9,Taraxacum officinale,Protaetia cuprea s.l.,1
A,10,Allium schoenoprasum,Apis mellifera,5
A,10,Aquilegia vulgaris,Apis mellifera,1
A,10,Borago officinalis,Apis mellifera,9
A,10,Fragaria _x ananassa,Lasioglossum pauxillum,1
A,10,Fragaria vesca,Lasioglossum pauxillum,1
A,10,Fragaria vesca,Oedemera nobilis,1
A,10,Myosotis arvensis,Andrena bicolor,1
A,10,Myosotis arvensis,Apis mellifera,4
A,10,Myosotis arvensis,Bomylius venosus,1
A,10,Myosotis arvensis,Eupeodes luniger,1
A,10,Myosotis arvensis,Propylaea quatuordecimpunctata,1
A,10,Myosotis arvensis,cf. Lucilia sp.,1
A,10,Myosotis arvensis,lepidoptera,1
A,10,Ranunculus repens,Episyrphus balteatus,1
A,10,Rosa foetida,Apis mellifera,2
A,10,Rosa foetida,Bombus terrestris aggr.,1
A,10,Rosa foetida,Cetonia aurata,1
A,10,Rosa foetida,Oxythyrea funesta,1
A,10,Rosmarinus officinalis,Apis mellifera,1
A,10,Symphytum officinale,Anthophora plumipes,1
A,10,Symphytum officinale,Apis mellifera,2
A,10,Symphytum officinale,Osmia caerulescens,1
A,10,Veronica filiformis,Sphaerophoria scripta,1
A,10,Veronica serpyllifolia,Andrena labiata,1
A,11,Ajuga reptans,Apis mellifera,1
A,11,Eruca vesicaria,pollen beetle,3
A,11,Hyacinthoides hispanica,Apis mellifera,2
A,11,Hyacinthoides hispanica,Osmia bicornis,1
A,11,Hyacinthoides hispanica,wildbee,1
A,11,Rosmarinus officinalis,Apis mellifera,1
A,11,Valerianella locusta aggr.,Episyrphus balteatus,1
A,11,Veronica hederifolia,Episyrphus balteatus,1
A,12,Ajuga reptans,Apis mellifera,2
A,12,Centaurea montana,Apis mellifera,7
A,12,Centaurea montana,syrphidae,1
A,12,Hyacinthoides _x massartiana,Eucera nigrescens,1
A,12,Muscari botryoides,Osmia bicornis,1
A,12,Myosotis alpestris,Apis mellifera,1
A,12,Myosotis alpestris,Osmia bicolor,1
A,12,Ranunculus repens,diptera,1
A,12,Sinapis alba,pollen beetle,3
A,12,Vicia sepium,Eucera nigrescens,1
A,13,Bellis perennis,Anthrenus angustefasciatus,1
A,13,Bellis perennis,Halictus tumulorum,1
A,13,Bellis perennis,Lasioglossum pauxillum,2
A,13,Bellis perennis,Morphospecies 20,1
A,13,Bellis perennis,NA,1
A,13,Geranium pyrenaicum,Apis mellifera,2
A,13,Geranium pyrenaicum,Chelostoma florisomne,1
A,13,Geranium pyrenaicum,Halictus tumulorum,1
A,13,Geranium pyrenaicum,Lasioglossum pauxillum,3
A,13,Leucanthemum vulgare,Anthrenus angustefasciatus,1
A,13,Leucanthemum vulgare,Lasioglossum pauxillum,3
A,13,Leucanthemum vulgare,Lucilia sp.,1
A,13,Plantago lanceolata,Halictus tumulorum,1
A,13,Plantago lanceolata,Lasioglossum morio,1
A,13,Ranunculus acris,Halictus tumulorum,1
A,13,Ranunculus acris,Lasioglossum pauxillum,1
A,13,Ranunculus acris,Lasioglossum politum,2
A,13,Ranunculus acris,Osmia bicornis,1
A,13,Salvia pratensis,Apis mellifera,1
A,13,Sorbus aucuparia,Apis mellifera,1
A,13,Trifolium pratense,Halictus tumulorum,1
A,13,Veronica chamaedrys,Halictus tumulorum,1
A,13,Veronica chamaedrys,Lasioglossum pauxillum,1
A,14,Bellis perennis,Lucilia sp.,1
A,14,Bellis perennis,diptera,1
A,14,Hippocrepis emerus,diptera,1
A,14,Hippocrepis emerus,wildbee,1
A,14,Lonicera xylosteum,Apis mellifera,3
A,14,Lonicera xylosteum,Osmia bicornis,2
A,14,Ranunculus acris,Oxythyrea funesta,1
A,14,Ranunculus acris,syrphidae,1
A,14,Ranunculus acris,wildbee,3
A,14,Ranunculus bulbosus,Melanostoma mellinum,1
A,14,Ranunculus bulbosus,diptera_Te2,1
A,14,Ranunculus bulbosus,pollen beetle,1
A,14,Ranunculus bulbosus,wildbee,1
A,14,Scandosorbus intermedia,Anthophora plumipes,1
A,14,Scandosorbus intermedia,Apis mellifera,1
A,14,Scandosorbus intermedia,Cetonia aurata,1
A,14,Vicia sepium,Bombus sp.,1
A,15,Amelanchier ovalis,Andrena fulva,1
A,15,Euphorbia cyparissias,Morphospecies 22,1
A,15,Euphorbia cyparissias,parasitic wasp,3
A,15,Prunus mahaleb,Apis mellifera,1
A,15,Prunus mahaleb,Bombylius major,1
A,15,Prunus mahaleb,Episyrphus balteatus,1
A,15,Prunus spinosa,Anthophora plumipes,1
A,15,Prunus spinosa,Apis mellifera,3
A,15,Prunus spinosa,Syrphus vitripennis,1
A,15,Ranunculus acris,Apis mellifera,1
A,15,Ranunculus acris,Halictus scabiosae,1
A,15,Ranunculus acris,Halictus tumulorum,1
A,15,Ranunculus acris,Melanostoma mellinum,2
A,15,Ranunculus bulbosus,Osmia caerulescens,1
A,15,Rosmarinus officinalis,Apis mellifera,9
A,15,Rosmarinus officinalis,Osmia bicornis,1
A,15,Rosmarinus officinalis,wildbee,1
A,15,Syringa vulgaris,Grammoptera ruficornis,1
A,15,Syringa vulgaris,diptera_Ti1,1
A,16,Bellis perennis,Halictus tumulorum,1
A,16,Bellis perennis,Sphaerophoria scripta,1
A,16,Euonymus europaeus,Anaspis frontalis,1
A,16,Euonymus europaeus,Anaspis maculata,1
