SEN.2;SEN;Nr_SISF;Rank;Taxon_name;Authority;Subfamily;Family;Fern;Gymnosperm;Primitive_Angiosperm;Monocot;Eudicot;Garden_functional_group;Crop_use;Growth_form;Growth_form_simple;Liana;Carnivorous;Parasitic;Height_m;Leaf_duration;Pollination_mode;Structural_blossom_class;Tube_or_spur_present;Ressource;Visual_attraction;Alighting;Pollen_deposition_reception;Displaying_pollen;Pollinator_behaviour;Tube_spur_length_mm;Corolla_or_substitute_length_mm;Flower_diametre_mm;Inflorescence_diameter_mm;Coloured_bracts_or_substitute;Coloured_bract_lenght_mm;Brown_Drab;Green;Blue;Red;Orange;White;Yellow;Violet;Purpur_Magenta;Rose;January;February;March;April;May;June;July;August;September;October;November;December;Flower_onset;Months_flowering;Naturalization_status;Young_species;Freisetzungsverordnung;Black_list;Watch_list;Ecological_group;Red_list_CH;Red_list_MP;Red_list_MP2;IndigenatCH;Origin_status;Geographic_range_CHECK;Note
6253;6253;439300;sp;Verbascum phoeniceum;L.;NA;Scrophulariaceae;0;0;0;0;1;annual_border_flower;0;biennial_hapaxanthic_therophyte;perennial herbaceous plant;0;0;0;1;wintergreen;biotic;dish_bowl;0;NP;diffuse;diffuse;diffuse_inside;open;primitive;0;17.5;30;NA;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;May;3;indigenous_or_neophyte;0;0;0;0;weeds_ruderal_plants;DD;DD;DD;N;1;B6a;
6262;6262;439650;sp;Verbascum thapsus;L.;NA;Scrophulariaceae;0;0;0;0;1;spontanous;0;biennial_hapaxanthic_therophyte;perennial herbaceous plant;0;0;0;2;wintergreen;biotic;dish_bowl;0;NP;diffuse;diffuse;diffuse_inside;open;primitive;0;10;22;20;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;June;4;idiochorophyte;0;0;0;0;weeds_ruderal_plants;LC;LC;LC;I;0;B4;
6265;6265;440000;sp;Verbena officinalis;L.;NA;Verbenaceae;0;0;0;0;1;spontanous;0;biennial_hapaxanthic_therophyte;perennial herbaceous plant;0;0;0;1;decidous_partly_wintergreen;biotic;stielteller;1;NP;margin;margin;central_inside;hidden;alighting;3;2;4;NA;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;0;0;0;June;4;archeophyte;0;0;0;0;weeds_ruderal_plants;LC;LC;LC;A;0;C1;
6428;6428;452510;aggr;Viola tricolor aggr.;;NA;Violaceae;0;0;0;0;1;annual_border_flower;0;biennial_hapaxanthic_therophyte;perennial herbaceous plant;0;0;0;0.4;wintergreen;biotic;flag;1;NP;corolla_or_substitute;lower_lip_or_carina;central_inside;hidden;alighting_forcing;6;20;25;NA;0;NA;0;0;0;0;0;1;1;1;0;0;0;0;1;1;1;1;1;1;1;0;0;0;March;7;indigenous_or_neophyte;0;0;0;0;unfertilized_dry_meadow;LC;LC;LC;I/A;0;B6;
27;31;1706;aggr;Achillea millefolium aggr.;;Asteroideae;Asteraceae;0;0;0;0;1;lawn_meadow_plant;0;chamaephyte_hemicryptophyte;perennial herbaceous plant;0;0;0;1.2;partly_wintergreen;biotic;dish_bowl;1;NP;diffuse;diffuse;diffuse_inside;open;primitive;2;2;NA;70;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;1;1;0;0;0;June;4;idiochorophyte;0;0;0;0;fertilized_meadow_plants;NA;NA;NA;I;0;B3;
970;970;68000;sp;Buglossoides purpurocaerulea;(L.) I. M. Johnst.;NA;Boraginaceae;0;0;0;0;1;groundcover_structure;0;chamaephyte_hemicryptophyte;perennial herbaceous plant;0;0;0;0.7;deciduous;biotic;stielteller;1;NP;margin;margin;central_inside;hidden;alighting;8;15;12;NA;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;May;2;idiochorophyte;0;0;0;0;forest_plant;NT;EN;EN;I;0;C1;
1792;1792;128600;sp;Cymbalaria muralis;G. Gaertn. & al.;NA;Plantaginaceae;0;0;0;0;1;perennial_border_flower;0;chamaephyte_hemicryptophyte;perennial herbaceous plant;0;0;0;0.05;wintergreen;biotic;gullet;1;NP;both_lips;lower_lip_or_carina;nototribic;hidden;alighting_forcing;4;8;NA;NA;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;1;1;1;1;1;0;0;April;7;indigenous_or_neophyte;0;0;0;0;pioneer_plant_low_elevations;LC;LC;LC;I;0;E2a;
2113;2113;148600;sp;Epilobium montanum;L.;NA;Onagraceae;0;0;0;0;1;spontanous;0;chamaephyte_hemicryptophyte;perennial herbaceous plant;0;0;0;1;partly_wintergreen;biotic;dish_bowl;0;NP;diffuse;diffuse;diffuse_inside;open;primitive;0;10;10;NA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;June;3;idiochorophyte;0;0;0;0;weeds_ruderal_plants;LC;LC;LC;I;0;B6b;
2118;2121;149195;sp;Epilobium tetragonum;L.;NA;Onagraceae;0;0;0;0;1;spontanous;0;chamaephyte_hemicryptophyte;perennial herbaceous plant;0;0;0;1;wintergreen;biotic;dish_bowl;0;NP;diffuse;diffuse;diffuse_inside;open;primitive;0;7;6;NA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;1;0;0;0;June;4;idiochorophyte;0;0;0;0;wetland_plant;NA;NA;NA;I;0;B6;
2197;2197;154600;sp;Erigeron karvinskianus;DC.;Asteroideae;Asteraceae;0;0;0;0;1;perennial_border_flower;0;chamaephyte_hemicryptophyte;perennial herbaceous plant;0;0;0;0.5;wintergreen;biotic;dish_bowl;1;NP;diffuse;diffuse;diffuse_inside;open;primitive;3.1;8;NA;20;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;1;1;1;1;1;1;1;1;April;9;neophyte;0;0;0;0;pioneer_plant_low_elevations;(LC);(NT);(VU);N;1;A2a;
2198;2198;155100;sp;Erinus alpinus;L.;NA;Plantaginaceae;0;0;0;0;1;perennial_border_flower;0;chamaephyte_hemicryptophyte;perennial herbaceous plant;0;0;0;0.3;wintergreen_evergreen;biotic;stielteller;1;NP;margin;margin;central_inside;hidden;alighting;5;15;12;NA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;June;2;idiochorophyte;0;0;0;0;mountain_plant;LC;EN;EN;I;0;E3;
4025;4025;282600;sp;Origanum vulgare;L.;NA;Lamiaceae;0;0;0;0;1;crop;1;chamaephyte_hemicryptophyte;perennial herbaceous plant;0;0;0;1;partly_wintergreen;biotic;gullet;1;NP;both_lips;lower_lip_or_carina;sternotribic;open;alighting;5;7;4;NA;1;5;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;July;3;idiochorophyte;0;0;0;0;unfertilized_dry_meadow;LC;LC;LC;I;0;B6;
5024;5024;352200;sp;Rubus caesius;L.;NA;Rosaceae;0;0;0;0;1;spontanous;0;chamaephyte_hemicryptophyte;perennial herbaceous plant;1;0;0;0.4;deciduous;biotic;dish_bowl;0;NP;diffuse;diffuse;diffuse_inside;open;primitive;0;10;25;NA;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;June;4;idiochorophyte;0;0;0;0;forest_plant;LC;LC;LC;I;0;B6;
5796;5796;405700;sp;Stachys byzantina;K. Koch;NA;Lamiaceae;0;0;0;0;1;perennial_border_flower;0;chamaephyte_hemicryptophyte;perennial herbaceous plant;0;0;0;1;partly_wintergreen;biotic;gullet;1;NP;both_lips;lower_lip_or_carina;nototribic;hidden;alighting_forcing;6;12;NA;NA;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;July;2;neophyte;0;0;0;0;weeds_ruderal_plants;DD;DD;DD;N;1;C2b;
6085;6085;427100;sp;Trifolium repens;L.;Faboidae;Fabaceae;0;0;0;0;1;lawn_meadow_plant;0;chamaephyte_hemicryptophyte;perennial herbaceous plant;0;0;0;0.15;wintergreen;biotic;flag;1;NP;standard;lower_lip_or_carina;sternotribic;hidden;alighting_forcing;3;8;2;25;0;NA;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;May;5;indigenous_or_neophyte;0;0;0;0;fertilized_meadow_plants;LC;LC;LC;I;0;B6;
6291;6291;441400;sp;Veronica chamaedrys;L.;NA;Plantaginaceae;0;0;0;0;1;lawn_meadow_plant;0;chamaephyte_hemicryptophyte;perennial herbaceous plant;0;0;0;0.25;partly_wintergreen;biotic;dish_bowl;0;NP;corolla_or_substitute;more_exact;diffuse_inside;open;alighting;0;7;14;NA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;April;5;idiochorophyte;0;0;0;0;fertilized_meadow_plants;LC;LC;LC;I;0;B6;
6302;6302;442300;sp;Veronica montana;L.;NA;Plantaginaceae;0;0;0;0;1;spontanous;0;chamaephyte_hemicryptophyte;perennial herbaceous plant;0;0;0;0.05;wintergreen;biotic;dish_bowl;0;NP;corolla_or_substitute;more_exact;diffuse_inside;open;alighting;0;5;10;NA;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;May;2;idiochorophyte;0;0;0;0;forest_plant;LC;LC;LC;I;0;D3;
256;256;17200;sp;Alchemilla mollis;(Buser) Rothm.;NA;Rosaceae;0;0;0;0;1;groundcover_structure;0;chamaephyte_herbacious;perennial herbaceous plant;0;0;0;0.8;deciduous;biotic;dish_bowl;0;NP;diffuse;diffuse;diffuse_inside;open;primitive;0;3.5;5;NA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;June;3;neophyte;0;0;0;0;fertilized_meadow_plants;LC;LC;LC;N;1;E2g;
NA;NA;NA;sp;Aloe vera;(L.) Burm.f.;NA;Asphodelaceae;0;0;0;1;0;crop;1;chamaephyte_herbacious;perennial herbaceous plant;0;0;0;1;evergreen;biotic;tube;1;NP;corolla_or_substitute;none;central_outside;open;hovering_perching;30;30;NA;NA;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;March;3;neophyte;0;0;0;0;NA;NA;NA;NA;NC;1;A3c;
NA;NA;NA;sp;Androsace studiosorum;(Duby) Govaerts;NA;Primulaceae;0;0;0;0;1;perennial_border_flower;0;chamaephyte_herbacious;perennial herbaceous plant;0;0;0;0.1;evergreen;biotic;stielteller;1;NP;margin;margin;central_inside;hidden;alighting;3.5;4;9;NA;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;April;3;neophyte;0;0;0;0;NA;NA;NA;NA;NC;1;A4c;
525;525;37600;sp;Antirrhinum majus;L.;NA;Plantaginaceae;0;0;0;0;1;perennial_border_flower;0;chamaephyte_herbacious;perennial herbaceous plant;0;0;0;1.5;partly_wintergreen;biotic;gullet;0;NP;both_lips;lower_lip_or_carina;nototribic;hidden;alighting_forcing;0;48;NA;NA;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;June;3;indigenous_or_neophyte;0;0;0;0;pioneer_plant_low_elevations;NT;VU;VU;N;1;C2a;
554;554;39500;subsp;Arabis alpina subsp. caucasica;(Willd.) Briq.;NA;Brassicaceae;0;0;0;0;1;perennial_border_flower;0;chamaephyte_herbacious;perennial herbaceous plant;0;0;0;0.3;evergreen;biotic;dish_bowl;0;NP;margin;margin;diffuse_inside;half_hidden;alighting;0;18;20;NA;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;March;2;neophyte;0;0;0;0;weeds_ruderal_plants;LC;LC;LC;N;1;E2i;
630;630;46100;sp;Artemisia absinthium;L.;Asteroideae;Asteraceae;0;0;0;0;1;crop;1;chamaephyte_herbacious;perennial herbaceous plant;0;0;0;1;partly_wintergreen;abiotic;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;indigenous_or_archeophyte;0;0;0;0;weeds_ruderal_plants;LC;VU;VU;I;0;B6;
638;638;46700;sp;Artemisia campestris;L.;Asteroideae;Asteraceae;0;0;0;0;1;perennial_border_flower;0;chamaephyte_herbacious;perennial herbaceous plant;0;0;0;1.5;partly_wintergreen;abiotic;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;idiochorophyte;0;0;0;0;unfertilized_dry_meadow;LC;VU;EN;I;0;B6;
NA;NA;NA;sp;Astilbe Arendsii Group;;NA;Saxifragaceae;0;0;0;0;1;groundcover_structure;0;chamaephyte_herbacious;perennial herbaceous plant;0;0;0;0.5;deciduous;biotic;dish_bowl;0;NP;diffuse;diffuse;diffuse_inside;open;primitive;0;1;2;300;0;0;0;0;0;1;0;1;0;1;1;1;0;0;0;0;0;0;1;1;1;0;0;0;July;3;neophyte;1;0;0;0;NA;NA;NA;NA;NC;1;CV;
783;783;56600;sp;Aubrieta deltoidea;(L.) DC.;NA;Brassicaceae;0;0;0;0;1;perennial_border_flower;0;chamaephyte_herbacious;perennial herbaceous plant;0;0;0;0.15;wintergreen;biotic;dish_bowl;0;NP;margin;margin;diffuse_inside;half_hidden;alighting;0;7;18;NA;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;May;2;neophyte;0;0;0;0;pioneer_plant_low_elevations;LC;DD;DD;N;1;C2b;
832;832;59300;sp;Bergenia crassifolia;(L.) Fritsch;NA;Saxifragaceae;0;0;0;0;1;groundcover_structure;0;chamaephyte_herbacious;perennial herbaceous plant;0;0;0;0.45;partly_wintergreen;biotic;dish_bowl;0;NP;diffuse;diffuse;diffuse_inside;open;primitive;0;15;22;NA;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;February;3;neophyte;0;0;0;0;pioneer_plant_low_elevations;(NT);(DD);(DD);N;1;A4c;
1461;1461;103800;subsp;Cerastium fontanum subsp. vulgare;(Hartm.) Greuter & Burdet;Alsinoideae;Caryophyllaceae;0;0;0;0;1;lawn_meadow_plant;0;chamaephyte_herbacious;perennial herbaceous plant;0;0;0;0.4;partly_wintergreen;biotic;dish_bowl;0;NP;diffuse;diffuse;diffuse_inside;open;primitive;0;7;12;NA;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;April;7;idiochorophyte;0;0;0;0;fertilized_meadow_plants;LC;LC;LC;I;0;B6b;
1478;1478;105200;sp;Cerastium tomentosum;L.;Alsinoideae;Caryophyllaceae;0;0;0;0;1;perennial_border_flower;0;chamaephyte_herbacious;perennial herbaceous plant;0;0;0;0.3;evergreen;biotic;dish_bowl;0;NP;diffuse;diffuse;diffuse_inside;open;primitive;0;20;20;NA;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;May;3;neophyte;0;0;0;0;pioneer_plant_low_elevations;DD;DD;DD;N;1;D1f;
NA;NA;NA;sp;Chlorophytum comosum;(Thunb.) Jacques;NA;Asparagaceae;0;0;0;1;0;annual_border_flower;0;chamaephyte_herbacious;perennial herbaceous plant;0;0;0;0.3;evergreen;biotic;dish_bowl;0;NP;diffuse;diffuse;diffuse_inside;open;primitive;0;9;18;NA;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;June;3;neophyte;0;0;0;0;NA;NA;NA;NA;NC;1;A3a;
1595;1595;116300;sp;Clematis recta;L.;NA;Ranunculaceae;0;0;0;0;1;perennial_border_flower;0;chamaephyte_herbacious;perennial herbaceous plant;0;0;0;1;deciduous;biotic;dish_bowl;0;P;diffuse;diffuse;diffuse_inside;open;primitive;0;10;20;NA;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;May;3;idiochorophyte;0;0;0;0;unfertilized_dry_meadow;NT;EN;-;I;0;D1;
NA;NA;NA;sp;Cyperus involucratus;Rottb.;NA;Cyperaceae;0;0;0;1;0;groundcover_structure;0;chamaephyte_herbacious;perennial herbaceous plant;0;0;0;1;evergreen;abiotic;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;neophyte;0;0;0;0;NA;NA;NA;NA;NC;1;A3;
1919;1919;135900;sp;Dianthus deltoides;L.;Silenoideae;Caryophyllaceae;0;0;0;0;1;perennial_border_flower;0;chamaephyte_herbacious;perennial herbaceous plant;0;0;0;0.05;wintergreen;biotic;stielteller;1;NP;margin;margin;central_inside;open;alighting;17;10;20;NA;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;June;3;indigenous_or_neophyte;0;0;0;0;unfertilized_dry_meadow;NT;CR;CR;I;0;B6b;
NA;NA;NA;sp;Echeveria elegans;Rose;NA;Crassulaceae;0;0;0;0;1;groundcover_structure;0;chamaephyte_herbacious;perennial herbaceous plant;0;0;0;0.1;evergreen;biotic;bell_trumpet;0;NP;corolla_or_substitute;more_exact;central_inside;half_hidden;crawling_in;0;12;NA;NA;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;May;3;neophyte;0;0;0;0;NA;NA;NA;NA;NC;1;A2a;
2106;2106;148000;sp;Epilobium dodonaei;Vill.;NA;Onagraceae;0;0;0;0;1;perennial_border_flower;0;chamaephyte_herbacious;perennial herbaceous plant;0;0;0;1.1;wintergreen;biotic;dish_bowl;0;NP;diffuse;diffuse;diffuse_inside;open;primitive;0;15;30;NA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;1;0;0;0;June;4;idiochorophyte;0;0;0;0;pioneer_plant_low_elevations;LC;VU;VU;I;0;E4;
2233;2233;157500;sp;Erysimum cheiri;(L.) Crantz;NA;Brassicaceae;0;0;0;0;1;perennial_border_flower;0;chamaephyte_herbacious;perennial herbaceous plant;0;0;0;0.8;wintergreen;biotic;dish_bowl;0;NP;margin;margin;diffuse_inside;half_hidden;alighting;0;30;25;NA;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;April;2;neophyte;1;0;0;0;weeds_ruderal_plants;LC;VU;VU;N;1;C2b;
2262;2262;159400;sp;Euphorbia amygdaloides;L.;NA;Euphorbiaceae;0;0;0;0;1;perennial_border_flower;0;chamaephyte_herbacious;perennial herbaceous plant;0;0;0;0.85;wintergreen;biotic;dish_bowl;0;NP;diffuse;diffuse;diffuse_inside;open;primitive;0;0;NA;20;1;NA;0;1;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;April;3;idiochorophyte;0;0;0;0;forest_plant;LC;LC;LC;I;0;D3;
2293;2293;160650;sp;Euphorbia myrsinites;L.;NA;Euphorbiaceae;0;0;0;0;1;perennial_border_flower;0;chamaephyte_herbacious;perennial herbaceous plant;0;0;0;0.4;evergreen;biotic;dish_bowl;0;NP;diffuse;diffuse;diffuse_inside;open;primitive;0;0;NA;15;1;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;May;2;neophyte;0;0;0;0;NA;NA;NA;NA;NC;1;C2;
2758;2758;193700;sp;Gypsophila paniculata;L.;Silenoideae;Caryophyllaceae;0;0;0;0;1;perennial_border_flower;0;chamaephyte_herbacious;perennial herbaceous plant;0;0;0;1.2;deciduous;biotic;dish_bowl;0;NP;diffuse;diffuse;diffuse_inside;open;primitive;0;4;4;NA;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;June;4;indigenous_or_neophyte;0;0;0;0;pioneer_plant_low_elevations;(NT);(DD);(DD);N;1;B6a;
2760;2760;193800;sp;Gypsophila repens;L.;Silenoideae;Caryophyllaceae;0;0;0;0;1;perennial_border_flower;0;chamaephyte_herbacious;perennial herbaceous plant;0;0;0;0.2;partly_wintergreen;biotic;dish_bowl;0;NP;diffuse;diffuse;diffuse_inside;open;primitive;0;7;10;NA;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;1;1;0;0;0;0;May;4;idiochorophyte;0;0;0;0;mountain_plant;LC;VU;EN;I;0;E1;
2819;2819;197300;sp;Helleborus foetidus;L.;NA;Ranunculaceae;0;0;0;0;1;perennial_border_flower;0;chamaephyte_herbacious;perennial herbaceous plant;0;0;0;0.8;wintergreen;biotic;dish_bowl;1;NP;diffuse;diffuse;diffuse_inside;open;primitive;NA;20;15;NA;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;March;2;idiochorophyte;0;0;0;0;forest_plant;LC;LC;NT;I;0;D1a;
3212;3212;225850;subsp;Lamium galeobdolon subsp. argentatum;(Smejkal) J. Duvign.;NA;Lamiaceae;0;0;0;0;1;groundcover_structure;0;chamaephyte_herbacious;perennial herbaceous plant;0;0;0;0.6;wintergreen;biotic;gullet;1;NP;both_lips;lower_lip_or_carina;nototribic;hidden;alighting_forcing;10;25;NA;NA;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;May;2;neophyte;1;0;0;0;forest_plant;NA;NA;NA;N;1;D3;
NA;NA;NA;sp;Lampranthus spectabilis;(Haw.) N. E. Br.;NA;Aizoaceae;0;0;0;0;1;perennial_border_flower;0;chamaephyte_herbacious;perennial herbaceous plant;0;0;0;0.2;evergreen;biotic;dish_bowl;0;NP;diffuse;diffuse;diffuse_inside;open;primitive;0;25;50;NA;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;1;1;0;0;0;July;3;neophyte;0;0;0;0;NA;NA;NA;NA;NC;1;A3a;
3605;3605;NA;sp;Matthiola incana;(L.) R. Br.;NA;Brassicaceae;0;0;0;0;1;perennial_border_flower;0;chamaephyte_herbacious;perennial herbaceous plant;0;0;0;0.8;wintergreen;biotic;dish_bowl;0;NP;margin;margin;diffuse_inside;half_hidden;alighting;0;30;30;NA;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;1;1;1;1;1;1;0;0;May;6;archeophyte;0;0;0;0;NA;NA;NA;NA;NC;1;C2;
NA;NA;270250;hybrid;Nepeta × faasenii;Stearn;NA;Lamiaceae;0;0;0;0;1;perennial_border_flower;0;chamaephyte_herbacious;perennial herbaceous plant;0;0;0;0.6;wintergreen;biotic;gullet;1;NP;both_lips;lower_lip_or_carina;nototribic;hidden;alighting_forcing;9;11;NA;NA;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;July;3;neophyte;1;0;0;0;NA;NA;NA;NA;NC;1;CV;
3984;3984;279590;sp;Opuntia humifusa;(Raf.) Raf.;NA;Cactaceae;0;0;0;0;1;perennial_border_flower;0;chamaephyte_herbacious;perennial herbaceous plant;0;0;0;0.3;evergreen;biotic;dish_bowl;0;NP;diffuse;diffuse;diffuse_inside;open;primitive;0;35;80;NA;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;June;1;neophyte;0;0;0;1;unfertilized_dry_meadow;(NT);-;-;N;1;A2c;
3983;3983;279810;sp;Opuntia phaeacantha;Engelm.;NA;Cactaceae;0;0;0;0;1;perennial_border_flower;0;chamaephyte_herbacious;perennial herbaceous plant;0;0;0;3.5;evergreen;biotic;dish_bowl;0;NP;diffuse;diffuse;diffuse_inside;open;primitive;0;40;80;NA;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;June;2;neophyte;0;0;0;0;NA;NA;NA;NA;N;1;A2c;old Name: O. engelmannii
NA;NA;NA;sp;Papaver orientale;L.;NA;Papaveraceae;0;0;0;0;1;perennial_border_flower;0;chamaephyte_herbacious;perennial herbaceous plant;0;0;0;0.7;deciduous;biotic;dish_bowl;0;P;diffuse;diffuse;diffuse_inside;open;primitive;0;80;130;NA;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;May;2;neophyte;0;0;0;0;NA;NA;NA;NA;NC;1;A4a;
NA;NA;NA;cultivar;Pelargonium CV;;NA;Geraniaceae;0;0;0;0;1;annual_border_flower;0;chamaephyte_herbacious;perennial herbaceous plant;0;0;0;0.9;partly_wintergreen;biotic;flag;0;NP;standard;lower_lip_or_carina;sternotribic;open;alighting;0;30;NA;NA;0;NA;0;0;0;1;1;1;1;0;1;1;0;0;0;0;1;1;1;1;1;1;0;0;May;6;neophyte;1;0;0;0;NA;NA;NA;NA;NC;1;CV;
4222;4222;296300;sp;Petrorhagia saxifraga;(L.) Link;Silenoideae;Caryophyllaceae;0;0;0;0;1;perennial_border_flower;0;chamaephyte_herbacious;perennial herbaceous plant;0;0;0;0.4;partly_wintergreen;biotic;stielteller;1;NP;margin;margin;central_inside;open;alighting;6;10;10;NA;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;1;1;0;0;0;June;4;indigenous_or_neophyte;0;0;0;0;unfertilized_dry_meadow;LC;VU;EN;I;0;D1;
4270;4270;NA;sp;Phlomis russeliana;Benth.;NA;Lamiaceae;0;0;0;0;1;perennial_border_flower;0;chamaephyte_herbacious;perennial herbaceous plant;0;0;0;1;wintergreen;biotic;gullet;1;NP;both_lips;lower_lip_or_carina;nototribic;hidden;alighting_forcing;20;30;NA;NA;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;July;2;neophyte;0;0;0;0;NA;NA;NA;NA;NC;1;A4a;
NA;NA;NA;sp;Phlox subulata;L.;NA;Polemoniaceae;0;0;0;0;1;perennial_border_flower;0;chamaephyte_herbacious;perennial herbaceous plant;0;0;0;0.15;evergreen;biotic;stielteller;1;NP;margin;margin;central_inside;open;alighting;9;9;20;NA;0;0;0;0;1;1;0;1;0;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;March;2;neophyte;0;0;0;0;NA;NA;NA;NA;NC;1;A2c;
4587;4590;325100;sp;Potentilla verna;L.;NA;Rosaceae;0;0;0;0;1;lawn_meadow_plant;0;chamaephyte_herbacious;perennial herbaceous plant;0;0;0;0.3;partly_wintergreen;biotic;dish_bowl;0;NP;diffuse;diffuse;diffuse_inside;open;primitive;0;10;18;NA;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;April;2;idiochorophyte;0;0;0;0;unfertilized_dry_meadow;NA;NA;NA;I;0;B6a;
NA;NA;NA;hybrid;Salvia × jamensis;J. Compton;NA;Lamiaceae;0;0;0;0;1;perennial_border_flower;0;chamaephyte_herbacious;perennial herbaceous plant;0;0;0;0.9;deciduous;biotic;gullet;1;NP;both_lips;lower_lip_or_carina;nototribic;hidden;alighting_forcing;NA;35;NA;NA;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;July;3;neophyte;1;0;0;0;NA;NA;NA;NA;NC;1;CV;
NA;NA;NA;sp;Salvia africana;L.;NA;Lamiaceae;0;0;0;0;1;perennial_border_flower;0;chamaephyte_herbacious;perennial herbaceous plant;0;0;0;2.5;evergreen;biotic;gullet;1;NP;both_lips;lower_lip_or_carina;nototribic;hidden;alighting_forcing;NA;28;NA;NA;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;August;3;neophyte;0;0;0;0;NA;NA;NA;NA;NC;1;A3a;
